,rating,country,votes_norm,popularity_norm,score,votes,budget_norm,company,score_norm,genre,year,writer,popularity,budget,isprofit,profitability_ratio
235,3,1,-0.4645542290387143,-1.0807957849553458,6.8,51704,0.7707397936354868,19,0.4948089884621806,6,2012,389,6.032041,60000000,0,-0.403947717
236,3,1,-0.6527815677640648,-1.0068325926495771,5.3,36211,0.1407111128011629,10,-1.5333535239144618,0,2012,441,6.322435,40000000,0,-0.339636825
237,4,1,0.3385312640499784,-0.8909721047911378,6.2,117806,-0.6468247382417419,10,-0.3164560164884759,5,2012,27,6.777326,15000000,1,0.001737067
238,2,1,0.8334769525758967,0.7626014232428358,6.6,158545,1.8732899850955536,10,0.2243873201452946,2,2012,318,13.26958,95000000,1,0.698124663
239,2,1,-0.1463548984664782,0.798261383945695,6.4,77895,0.2037139808845953,1,-0.04603434817159,0,2012,22,13.409588,42000000,1,0.078340905
240,4,1,-0.8180104973880735,-0.0749672779239813,5.1,22611,-1.0405926637631944,10,-1.803775192231348,8,2012,403,9.981121,2500000,0,-0.5345968
241,4,1,0.2394425030195802,0.764483906883448,5.7,109650,1.0227512659692164,16,-0.99251018728069,0,2012,188,13.276971,68000000,0,-0.480102941
242,4,1,0.2697547220939847,-0.6861588525504437,6.1,112145,1.8732899850955536,19,-0.4516668506469194,4,2012,70,7.581463,95000000,0,-0.085181621
243,3,1,-0.6484807559194399,1.1795548668244122,7.1,36565,-0.6153233042000257,4,0.9004414909375088,4,2012,16,14.906621,16000000,0,-0.224225875
244,4,1,-0.9883299359468218,-1.225050167585189,4.8,8592,-1.0405926637631944,10,-2.209407694706676,6,2012,444,5.46567,2500000,0,-0.998896
245,3,1,-0.5058007155147077,-0.6152237820148327,6.5,48309,-0.0797989254908504,10,0.0891764859868523,6,2012,23,7.859968,33000000,1,0.062869
246,4,1,-0.2918899975816253,0.4871541552173363,7.6,65916,-0.8043319084503229,10,1.576495661729723,6,2012,31,12.18812,10000000,0,-0.256405
247,2,1,-0.6066754068873653,-1.2349195166029243,6.6,40006,-0.33181039782458,10,0.2243873201452946,4,2012,377,5.426921,25000000,1,1.074138
248,4,1,-0.5557703175399685,-1.1377325736768524,6.6,44196,-0.7413290403668905,10,0.2243873201452946,6,2012,344,5.808496,12000000,0,-0.340143083
249,3,1,0.126017702507099,-1.17688293565301,6.5,100314,-0.016796057407418,1,0.0891764859868523,0,2012,106,5.654784,35000000,0,-0.420701543
250,3,1,-0.7328325543296967,-0.5084239724179469,5.1,29622,-0.016796057407418,10,-1.803775192231348,0,2012,293,8.279285,35000000,0,-0.260331086
251,2,1,-0.8792788423949761,-0.0127100723754219,6.3,17568,-0.4263146999497285,5,-0.1812451823300335,4,2012,313,10.225555,22000000,1,1.227666455
252,3,1,-0.7270616909788582,-0.7971130648887755,5.9,30097,0.7077369255520545,16,-0.7220885189638041,0,2012,224,7.145835,58000000,0,-0.140062466
253,4,1,-0.511996800375608,-1.1510090372474855,6.5,47799,-0.6468247382417419,10,0.0891764859868523,4,2012,355,5.75637,15000000,0,-0.779930267
254,2,1,-0.7639952164242249,-0.3335860438384634,7.2,27057,-0.4893175680331609,5,1.0356523250959524,3,2012,261,8.965733,20000000,0,-0.6998622
255,3,1,-0.4163584081697112,-0.25061489605745,7.1,55671,-1.0405926637631944,10,0.9004414909375088,4,2012,76,9.291494,2500000,1,0.3302552
256,2,1,-0.8967250734935112,-1.048362866293693,6.5,16132,0.1407111128011629,17,0.0891764859868523,3,2012,172,6.159379,40000000,0,-0.497150875
257,4,1,-0.9123732250637848,-0.7825959602934606,6.0,14844,-1.0279920901465078,10,-0.5868776848053618,8,2012,101,7.202832,2900000,0,-0.975124138
258,3,1,-0.946597482030758,-0.8618097817767726,5.4,12027,-0.6783261722834582,11,-1.3981426897560183,1,2012,312,6.891823,14000000,0,-0.328399286
259,4,1,-0.9196870350368476,0.0263101381813941,6.0,14242,-1.092570029932026,10,-0.5868776848053618,4,2012,277,10.378756,850000,1,0.463483529
260,3,1,-0.7034679717634299,-0.7122525565819792,5.8,32039,0.1407111128011629,11,-0.8572993531222477,4,2012,86,7.479014,40000000,0,-0.071644625
261,4,1,-0.8847459760957705,0.6652316061111139,5.0,17118,-0.7570797573877486,10,-1.93898602638979,0,2012,217,12.887287,11500000,0,-0.999525217
262,3,1,-0.6871273165910555,-1.2298703546909375,5.9,33384,0.1407111128011629,4,-0.7220885189638041,4,2012,452,5.446745,40000000,0,-0.539046275
263,4,1,-0.9786591838894166,-1.3046518963320175,4.8,9388,-0.2892834618682631,10,-2.209407694706676,4,2012,84,5.153138,26350000,0,-0.999203112
264,4,1,-0.8480311359984357,-0.3374294585505239,4.7,20140,-1.0248419467423362,10,-2.3446185288651185,8,2012,73,8.950643,3000000,0,-0.999322
265,4,1,-1.0458198841071755,-1.9323816156956244,6.0,3860,-0.4893175680331609,10,-0.5868776848053618,6,2012,100,2.688548,20000000,0,-0.96963365
266,4,1,3.8252261546966144,0.9052165602075488,8.0,404796,-0.3948132659080123,10,2.1173389983634947,6,2013,440,13.829515,23000000,1,0.111663087
