budget,company,director,gross,name,released,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket
169000,Summit Entertainment,Niall Johnson,1618957,Keeping Mum,6.10.2006 00:00,6.8,Rowan Atkinson,29722,Richard Russo,2005,1,8.579627219,860
14000000,Allan Zeman Productions,Courtney Solomon,16298046,An American Haunting,5.05.2006 00:00,5,Donald Sutherland,22973,Brent Monahan,2005,1,0.164146143,20
2000000,IFC Films,Miranda July,3885134,Me and You and Everyone We Know,5.08.2005 00:00,7.3,John Hawkes,32369,Miranda July,2005,1,0.942567,90
3800000,Manitoba Film and Video Production Tax Credit,Jeremy Haft,167723,Tamara,3.02.2006 00:00,5.2,Jenna Dewan Tatum,8649,Jeffrey Reddick,2005,0,-0.955862368,-100
20000000,Pathé Pictures,Stephen Frears,11034436,Mrs Henderson Presents,17.02.2006 00:00,7.1,Judi Dench,14000,David Rose,2005,0,-0.4482782,-40
32000000,DreamWorks,John Gatins,32701088,Dreamer: Inspired by a True Story,21.10.2005 00:00,6.9,Kurt Russell,10608,John Gatins,2005,1,0.021909,0
16000000,Merchant Ivory Productions,James Ivory,1666262,The White Countess,9.06.2006 00:00,6.7,Ralph Fiennes,5569,Kazuo Ishiguro,2005,0,-0.895858625,-90
1000000,Blackwater Films,Alexander Bulkley,44785,The Zodiac,3.08.2006 00:00,5.4,Justin Chambers,6464,Alexander Bulkley,2005,0,-0.955215,-100
35000000,Vanguard Animation,Gary Chapman,19447478,Valiant,19.08.2005 00:00,5.6,Ewan McGregor,17195,George Webster,2005,0,-0.444357771,-40
3000000,The UK Film & TV Production Company PLC,Gavin Hood,2912363,Tsotsi,31.03.2006 00:00,7.3,Presley Chweneyagae,25853,Gavin Hood,2005,0,-0.029212333,0
6800000,El Camino Pictures,Arie Posin,49526,The Chumscrubber,5.10.2006 00:00,7,Jamie Bell,16769,Arie Posin,2005,0,-0.992716765,-100
10000000,Stratus Film Co.,Richard Shepard,12594698,The Matador,27.01.2006 00:00,6.8,Pierce Brosnan,41498,Richard Shepard,2005,1,0.2594698,30
33000000,New Line Cinema,Les Mayfield,8326035,The Man,9.09.2005 00:00,5.5,Samuel L. Jackson,22713,Jim Piddock,2005,0,-0.747695909,-70
7500000,Lions Gate Films,Brett Leonard,143615,Man-Thing,21.04.2005 00:00,4,Jack Thompson,5119,Steve Gerber,2005,0,-0.980851333,-100
3500000,Stratus Film Co.,Adam Rapp,101228,Winter Passing,15.06.2006 00:00,6.4,Ed Harris,7539,Adam Rapp,2005,0,-0.971077714,-100
2500000,Shoreline Entertainment,Randall Miller,247141,Marilyn Hotchkiss' Ballroom Dancing & Charm School,12.01.2006 00:00,6.6,Robert Carlyle,2382,Randall Miller,2005,0,-0.9011436,-90
12500000,Lunar Films,Cédric Klapisch,323331,Russian Dolls,15.06.2005 00:00,7,Romain Duris,17470,Cédric Klapisch,2005,0,-0.97413352,-100
500000,Mandragora,Cristi Puiu,79943,The Death of Mr. Lazarescu,22.09.2005 00:00,8,Doru Ana,11161,Cristi Puiu,2005,0,-0.840114,-80
40000000,Touchstone Pictures,Christopher Nolan,53089891,The Prestige,20.10.2006 00:00,8.5,Christian Bale,943597,Jonathan Nolan,2006,1,0.327247275,30
90000000,Warner Bros.,Martin Scorsese,132384315,The Departed,6.10.2006 00:00,8.5,Leonardo DiCaprio,962185,William Monahan,2006,1,0.470936833,50
65000000,Warner Bros.,Zack Snyder,210614939,300,9.03.2007 00:00,7.7,Gerard Butler,648211,Zack Snyder,2006,1,2.240229831,220
225000000,Walt Disney Pictures,Gore Verbinski,423315812,Pirates of the Caribbean: Dead Man's Chest,7.07.2006 00:00,7.3,Johnny Depp,567704,Ted Elliott,2006,1,0.881403609,90
35000000,Warner Bros.,Darren Aronofsky,10144010,The Fountain,22.11.2006 00:00,7.3,Hugh Jackman,203187,Darren Aronofsky,2006,0,-0.710171143,-70
76000000,Universal Pictures,Alfonso Cuarón,35552383,Children of Men,5.01.2007 00:00,7.9,Julianne Moore,391981,Alfonso Cuarón,2006,0,-0.532205487,-50
150000000,Columbia Pictures,Martin Campbell,167445960,Casino Royale,17.11.2006 00:00,8,Daniel Craig,503887,Neal Purvis,2006,1,0.1163064,10
40000000,Icon Entertainment International,Mel Gibson,50866635,Apocalypto,8.12.2006 00:00,7.8,Gerardo Taracena,252584,Mel Gibson,2006,1,0.271665875,30
35000000,Fox 2000 Pictures,David Frankel,124740460,The Devil Wears Prada,30.06.2006 00:00,6.8,Anne Hathaway,308388,Aline Brosh McKenna,2006,1,2.564013143,260
2000000,Wiedemann & Berg Filmproduktion,Florian Henckel von Donnersmarck,11286112,The Lives of Others,30.03.2007 00:00,8.5,Ulrich Mühe,285724,Florian Henckel von Donnersmarck,2006,1,4.643056,459
120000000,Pixar Animation Studios,John Lasseter,244082982,Cars,9.06.2006 00:00,7.1,Owen Wilson,292006,John Lasseter,2006,1,1.03402485,100
50000000,Silent Hill DCP Inc.,Christophe Gans,46982632,Terror en Silent Hill,21.04.2006 00:00,6.6,Radha Mitchell,189068,Roger Avary,2006,0,-0.06034736,-10
55000000,Columbia Pictures Corporation,Gabriele Muccino,163566459,The Pursuit of Happyness,15.12.2006 00:00,8,Will Smith,369367,Steve Conrad,2006,1,1.973935618,200
8000000,Fox Searchlight Pictures,Jonathan Dayton,59891098,Little Miss Sunshine,18.08.2006 00:00,7.8,Steve Carell,381001,Michael Arndt,2006,1,6.48638725,650
700000,Hunting Lane Films,Ryan Fleck,2694973,Half Nelson,22.09.2006 00:00,7.2,Ryan Gosling,75238,Ryan Fleck,2006,1,2.849961429,280
15000000,Craven-Maddalena Films,Alexandre Aja,41778863,The Hills Have Eyes,10.03.2006 00:00,6.4,Ted Levine,139041,Wes Craven,2006,1,1.785257533,180
85000000,Columbia Pictures,Nancy Meyers,63224849,The Holiday,8.12.2006 00:00,6.9,Kate Winslet,197811,Nancy Meyers,2006,0,-0.256178247,-30
20000000,DreamWorks,Andy Fickman,2339735,She's the Man,17.03.2006 00:00,6.4,Amanda Bynes,125579,Ewan Leslie,2006,0,-0.88301325,-90
85000000,Universal Pictures,Justin Lin,62514415,The Fast and the Furious: Tokyo Drift,16.06.2006 00:00,6,Lucas Black,199003,Chris Morgan,2006,0,-0.264536294,-30
125000000,Columbia Pictures,Ron Howard,217536138,The Da Vinci Code,19.05.2006 00:00,6.6,Tom Hanks,345008,Akiva Goldsman,2006,1,0.740289104,70
40000000,Columbia Pictures Corporation,Sofia Coppola,15962471,Marie Antoinette,20.10.2006 00:00,6.4,Kirsten Dunst,85914,Sofia Coppola,2006,0,-0.600938225,-60
100000000,Warner Bros.,Edward Zwick,57366262,Diamante de sangre,8.12.2006 00:00,8,Leonardo DiCaprio,430028,Charles Leavitt,2006,0,-0.42633738,-40
35000000,Fox 2000 Pictures,Ridley Scott,7458269,A Good Year,10.11.2006 00:00,6.9,Russell Crowe,76333,Marc Klein,2006,0,-0.7869066,-80
45000000,Universal Pictures,Spike Lee,88513495,Inside Man,24.03.2006 00:00,7.6,Denzel Washington,290361,Russell Gewirtz,2006,1,0.966966556,100
25000000,Paramount Pictures,Alejandro González Iñárritu,34302837,Babel,10.11.2006 00:00,7.5,Brad Pitt,257380,Guillermo Arriaga,2006,1,0.37211348,40
10000000,Twisted Pictures,Darren Lynn Bousman,80238724,Saw III,27.10.2006 00:00,6.2,Tobin Bell,152336,Leigh Whannell,2006,1,7.0238724,700
16000000,New Line Cinema,Jonathan Liebesman,39517763,The Texas Chainsaw Massacre: The Beginning,6.10.2006 00:00,5.9,Jordana Brewster,59869,Sheldon Turner,2006,1,1.469860188,150
17000000,Universal Pictures,Joe Carnahan,35662731,Smokin' Aces,26.01.2007 00:00,6.7,Jeremy Piven,125910,Joe Carnahan,2006,1,1.097807706,110
16000000,Bull's Eye Entertainment,Neil Burger,39868642,The Illusionist,1.09.2006 00:00,7.6,Edward Norton,316052,Neil Burger,2006,1,1.491790125,150
24000000,Metro-Goldwyn-Mayer (MGM),Sylvester Stallone,70270943,Rocky Balboa,20.12.2006 00:00,7.2,Sylvester Stallone,174575,Sylvester Stallone,2006,1,1.927955958,190
210000000,Twentieth Century Fox Film Corporation,Brett Ratner,234362462,X-Men III: La batalla final,26.05.2006 00:00,6.7,Patrick Stewart,415430,Simon Kinberg,2006,1,0.116011724,10
70000000,Columbia Pictures Corporation,Frank Coraci,137355633,Click,23.06.2006 00:00,6.4,Adam Sandler,263834,Steve Koren,2006,1,0.962223329,100
52000000,Universal Pictures,Peyton Reed,118703275,The Break-Up,2.06.2006 00:00,5.8,Jennifer Aniston,108341,Jeremy Garelick,2006,1,1.282755288,130
75000000,Touchstone Pictures,Tony Scott,64038616,Deja Vu,22.11.2006 00:00,7,Denzel Washington,258182,Bill Marsilii,2006,0,-0.146151787,-10
12000000,Touchstone Pictures,Anne Fletcher,65328121,Step Up,11.08.2006 00:00,6.5,Channing Tatum,97712,Duane Adler,2006,1,4.444010083,440
135000000,Universal Pictures,Michael Mann,63450470,Miami Vice,28.07.2006 00:00,6,Colin Farrell,97434,Michael Mann,2006,0,-0.529996519,-50
209000000,Warner Bros.,Bryan Singer,200081192,Superman Returns,28.06.2006 00:00,6.1,Brandon Routh,249656,Michael Dougherty,2006,0,-0.042673722,0
18000000,Twentieth Century Fox Film Corporation,Betty Thomas,41011711,John Tucker Must Die,28.07.2006 00:00,5.8,Jesse Metcalfe,71344,Jeff Lowell,2006,1,1.278428389,130
72500000,Columbia Pictures,Adam McKay,148213377,Talladega Nights: The Ballad of Ricky Bobby,4.08.2006 00:00,6.6,Will Ferrell,140305,Will Ferrell,2006,1,1.044322441,100
150000000,Paramount Pictures,J.J. Abrams,134029801,Mission: Impossible III,5.05.2006 00:00,6.9,Tom Cruise,275630,Alex Kurtzman,2006,0,-0.106467993,-10
18000000,Four by Two,Larry Charles,128505958,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,3.11.2006 00:00,7.3,Sacha Baron Cohen,312878,Sacha Baron Cohen,2006,1,6.139219889,610
27000000,The Weinstein Company,Paul McGuigan,22494487,Lucky Number Slevin,7.04.2006 00:00,7.8,Josh Hartnett,275930,Jason Smilovic,2006,0,-0.166870852,-20
110000000,Twentieth Century Fox Film Corporation,Shawn Levy,250863268,Night at the Museum,22.12.2006 00:00,6.4,Ben Stiller,257969,Robert Ben Garant,2006,1,1.280575164,130
75000000,Columbia Pictures,Gil Kenan,73661010,Monster House,21.07.2006 00:00,6.6,Mitchel Musso,79512,Dan Harmon,2006,0,-0.0178532,0
20000000,Screen Gems,Renny Harlin,23292105,The Covenant,8.09.2006 00:00,5.3,Steven Strait,41469,J.S. Cardone,2006,1,0.16460525,20
160000000,Warner Bros.,Wolfgang Petersen,60674817,Poseidon,12.05.2006 00:00,5.6,Richard Dreyfuss,86466,Mark Protosevich,2006,0,-0.620782394,-60
70000000,DreamWorks,Bill Condon,103365956,Dreamgirls,25.12.2006 00:00,6.5,Beyoncé Knowles,60034,Tom Eyen,2006,1,0.476656514,50
23000000,Universal Pictures,Steve Pink,36323505,Accepted,18.08.2006 00:00,6.5,Justin Long,110788,Adam Cooper,2006,1,0.579282826,60
15000000,Paramount Classics,Craig Brewer,9396870,Black Snake Moan,2.03.2007 00:00,7,Christina Ricci,55548,Craig Brewer,2006,0,-0.373542,-40
70000000,Metro-Goldwyn-Mayer (MGM),Michael Caton-Jones,5971336,Basic Instinct 2,31.03.2006 00:00,4.2,Sharon Stone,32861,Leora Barish,2006,0,-0.9146952,-90
26000000,New Line Cinema,Todd Field,5463019,Little Children,9.02.2007 00:00,7.6,Kate Winslet,96259,Todd Field,2006,0,-0.789883885,-80
65000000,Columbia Pictures,Barry Sonnenfeld,71726025,RV,28.04.2006 00:00,5.5,Robin Williams,49145,Geoff Rodkey,2006,1,0.103477308,10
90000000,Universal Pictures,Robert De Niro,59952835,The Good Shepherd,22.12.2006 00:00,6.7,Matt Damon,90199,Eric Roth,2006,0,-0.333857389,-30
65000000,Warner Bros.,McG,43545364,We Are Marshall,22.12.2006 00:00,7.1,Matthew McConaughey,50115,Jamie Linden,2006,0,-0.330071323,-30
100000000,Fox 2000 Pictures,Stefen Fangmeier,75030163,Eragon,15.12.2006 00:00,5.1,Ed Speleers,112350,Peter Buchman,2006,0,-0.24969837,-20
8700000,Warner Independent Pictures (WIP),Richard Linklater,5501616,A Scanner Darkly,28.07.2006 00:00,7.1,Keanu Reeves,94464,Philip K. Dick,2006,0,-0.367630345,-40
21000000,Fu Works,Paul Verhoeven,4398392,Black Book,18.05.2007 00:00,7.8,Carice van Houten,63950,Gerard Soeteman,2006,0,-0.790552762,-80
70000000,Warner Bros.,M. Night Shyamalan,42285169,Lady in the Water,21.07.2006 00:00,5.6,Paul Giamatti,84057,M. Night Shyamalan,2006,0,-0.395926157,-40
2000000,THINKFilm,John Cameron Mitchell,1985292,Shortbus,20.10.2006 00:00,6.5,Sook-Yin Lee,28807,John Cameron Mitchell,2006,0,-0.007354,0
19000000,DreamWorks,Clint Eastwood,13756082,Letters from Iwo Jima,2.02.2007 00:00,7.9,Ken Watanabe,139014,Iris Yamashita,2006,0,-0.275995684,-30
12000000,Lakeshore Entertainment,Mark Neveldine,27829874,Crank,1.09.2006 00:00,7,Jason Statham,208393,Mark Neveldine,2006,1,1.319156167,130
19400000,WIP,John Curran,8060487,Al otro lado del mundo,19.01.2007 00:00,7.5,Naomi Watts,81655,Ron Nyswaner,2006,0,-0.584510979,-60
38000000,Columbia Pictures,Marc Forster,40137776,Stranger Than Fiction,10.11.2006 00:00,7.6,Will Ferrell,196901,Zach Helm,2006,1,0.056257263,10
63000000,Paramount Pictures,Oliver Stone,70278893,World Trade Center,9.08.2006 00:00,6,Nicolas Cage,70654,Andrea Berloff,2006,1,0.115537984,10
15500000,Gold Circle Films,James Gunn,7774730,Criaturas rastreras,31.03.2006 00:00,6.5,Nathan Fillion,65460,James Gunn,2006,0,-0.498404516,-50
100000000,Warner Bros.,George Miller,198000317,Happy Feet,17.11.2006 00:00,6.5,Elijah Wood,144200,George Miller,2006,1,0.98000317,100
40000000,Walt Disney Pictures,Frank Marshall,81612565,Eight Below,17.02.2006 00:00,7.3,Paul Walker,52356,David DiGilio,2006,1,1.040314125,100
40000000,Warner Bros.,Alejandro Agresti,52330111,The Lake House,16.06.2006 00:00,6.8,Keanu Reeves,121026,David Auburn,2006,1,0.308252775,30
90000000,DreamWorks,Clint Eastwood,33602376,Flags of our Fathers,20.10.2006 00:00,7.1,Ryan Phillippe,106291,William Broyles Jr.,2006,0,-0.626640267,-60
80000000,DreamWorks Animation,Tim Johnson,155019340,Over the Hedge,19.05.2006 00:00,6.8,Bruce Willis,136214,Len Blum,2006,1,0.93774175,90
6000000,Fox Searchlight Pictures,Kevin Macdonald,17605861,The Last King of Scotland,19.01.2007 00:00,7.7,James McAvoy,154942,Peter Morgan,2006,1,1.934310167,190
50000000,Screen Gems,Len Wiseman,62318875,Underworld: Evolution,20.01.2006 00:00,6.7,Kate Beckinsale,169745,Danny McBride,2006,1,0.2463775,20
149000000,Aardman Animations,David Bowers,64665672,Flushed Away,3.11.2006 00:00,6.6,Hugh Jackman,92380,Dick Clement,2006,0,-0.566002201,-60
25000000,New Line Cinema,James Wong,54098051,Destino final 3,10.02.2006 00:00,5.8,Mary Elizabeth Winstead,110532,Glen Morgan,2006,1,1.16392204,120
15000000,Universal Pictures,Paul Greengrass,31567134,United 93,28.04.2006 00:00,7.6,David Alan Basche,87699,Paul Greengrass,2006,1,1.1044756,110
30000000,Screen Gems,Kurt Wimmer,18500966,Ultraviolet,3.03.2006 00:00,4.4,Milla Jovovich,73282,Kurt Wimmer,2006,0,-0.383301133,-40
10000000,Metro-Goldwyn-Mayer (MGM),Werner Herzog,5490423,Rescue Dawn,27.07.2007 00:00,7.3,Christian Bale,89482,Werner Herzog,2006,0,-0.4509577,-50
32000000,Paramount Pictures,Jared Hess,80197993,Nacho Libre,16.06.2006 00:00,5.7,Jack Black,69721,Jared Hess,2006,1,1.506187281,150
15000000,Fox Searchlight Pictures,Richard Eyre,17508670,Notes on a Scandal,26.01.2007 00:00,7.4,Cate Blanchett,67309,Patrick Marber,2006,1,0.167244667,20
33000000,New Line Cinema,David R. Ellis,34020814,Serpientes a bordo,18.08.2006 00:00,5.6,Samuel L. Jackson,120282,John Heffernan,2006,1,0.030933758,0
40000000,Walt Disney Pictures,Ericson Core,57789574,Invincible,25.08.2006 00:00,7.1,Mark Wahlberg,55713,Brad Gann,2006,1,0.44473935,40
12000000,Fox 2000 Pictures,Elizabeth Allen Rosenbaum,18595716,Aquamarine,3.03.2006 00:00,5.3,Emma Roberts,33023,John Quaintance,2006,1,0.549643,50
40000000,Warner Bros.,Neil LaBute,23643531,The Wicker Man,1.09.2006 00:00,3.7,Nicolas Cage,56253,Neil LaBute,2006,0,-0.408911725,-40
20000000,Twentieth Century Fox Film Corporation,John Bonito,18843314,The Marine,13.10.2006 00:00,4.7,John Cena,28911,Michelle Gallagher,2006,0,-0.0578343,-10
17500000,Warner Bros.,Jay Chandrasekhar,19185184,Beerfest,25.08.2006 00:00,6.3,Jay Chandrasekhar,57005,Jay Chandrasekhar,2006,1,0.096296229,10
50000000,Universal Pictures,Brian De Palma,22518325,La Dalia Negra,15.09.2006 00:00,5.6,Josh Hartnett,65604,Josh Friedman,2006,0,-0.5496335,-50
25000000,Twentieth Century Fox Film Corporation,John Moore,54607383,The Omen,6.06.2006 00:00,5.5,Liev Schreiber,50944,David Seltzer,2006,1,1.18429532,120
4000000,Lions Gate Films,William Friedkin,7006708,Bug,25.05.2007 00:00,6.1,Ashley Judd,29353,Tracy Letts,2006,1,0.751677,80
28000000,New Regency Pictures,Donald Petrie,17324744,Just My Luck,12.05.2006 00:00,5.4,Lindsay Lohan,47270,I. Marlene King,2006,0,-0.381259143,-40
33000000,Revolution Studios,Dennis Dugan,57651794,The Benchwarmers,7.04.2006 00:00,5.6,David Spade,42905,Allen Covert,2006,1,0.747024061,70
45000000,Dimension Films,David Zucker,90710620,Scary Movie 4,14.04.2006 00:00,5.1,Anna Faris,99473,Craig Mazin,2006,1,1.015791556,100
50000000,Paramount Pictures,Tom Dey,88715192,Failure to Launch,10.03.2006 00:00,5.6,Matthew McConaughey,62338,Tom J. Astle,2006,1,0.77430384,80
4000000,BBC Films,Woody Allen,10525717,Scoop,28.07.2006 00:00,6.7,Scarlett Johansson,71751,Woody Allen,2006,1,1.63142925,160
10000000,Fox Atomic,John Stockwell,7025803,Turistas,1.12.2006 00:00,5.3,Josh Duhamel,32558,Michael Arlen Ross,2006,0,-0.2974197,-30
21000000,Constantin Film,Corey Yuen,480314,DOA: Dead or Alive,15.06.2007 00:00,4.8,Jaime Pressly,39969,J.F. Lawton,2006,0,-0.977127905,-100
70000000,Touchstone Pictures,Andrew Davis,55011732,The Guardian,29.09.2006 00:00,6.9,Kevin Costner,78977,Ron L. Brinkerhoff,2006,0,-0.214118114,-20
15000000,Screen Gems,Simon West,47860214,When a Stranger Calls,3.02.2006 00:00,5.1,Camilla Belle,37253,Jake Wade Wall,2006,1,2.190680933,220
65000000,Metro-Goldwyn-Mayer (MGM),Shawn Levy,82226474,The Pink Panther,10.02.2006 00:00,5.6,Steve Martin,70105,Len Blum,2006,1,0.265022677,30
10000000,DEJ Productions,Victor Salva,3960414,Peaceful Warrior,23.06.2006 00:00,7.3,Scott Mechlowicz,22445,Kevin Bernhardt,2006,0,-0.6039586,-60
1000000,No Matter Pictures,Goran Dukic,316996,Wristcutters: A Love Story,2.11.2007 00:00,7.4,Patrick Fugit,48536,Goran Dukic,2006,0,-0.683004,-70
35000000,Revolution Studios,Peter Hewitt,11631245,Zoom,11.08.2006 00:00,4.3,Tim Allen,16115,Adam Rifkin,2006,0,-0.667678714,-70
15000000,Summit Entertainment,Mark Palansky,10011274,Penelope,29.02.2008 00:00,6.8,Christina Ricci,53683,Leslie Caveny,2006,0,-0.332581733,-30
55000000,Columbia Pictures Corporation,Steven Zaillian,7221458,All the King's Men,22.09.2006 00:00,6.2,Sean Penn,21583,Steven Zaillian,2006,0,-0.868700764,-90
20000000,New Regency Pictures,Aaron Seltzer,48548426,Date Movie,17.02.2006 00:00,2.7,Alyson Hannigan,52303,Jason Friedberg,2006,1,1.4274213,140
13000000,Victoires International,Olivier Assayas,4857376,"Paris, je t'aime",15.06.2007 00:00,7.3,Juliette Binoche,65342,Tristan Carné,2006,0,-0.626355692,-60
80000000,Twentieth Century Fox Animation,Carlos Saldanha,195330621,Ice Age: The Meltdown,31.03.2006 00:00,6.9,Ray Romano,211943,Peter Gaulke,2006,1,1.441632763,140
5000000,The Weinstein Company,Kevin Smith,24138847,Clerks II,21.07.2006 00:00,7.4,Brian O'Halloran,119342,Kevin Smith,2006,1,3.8277694,380
64000000,Revolution Studios,Keenen Ivory Wayans,58645052,Littleman,14.07.2006 00:00,4.3,Shawn Wayans,42365,Keenen Ivory Wayans,2006,0,-0.083671063,-10
17000000,New Line Cinema,Wayne Kramer,6855137,Running Scared,24.02.2006 00:00,7.4,Paul Walker,91057,Wayne Kramer,2006,0,-0.596756647,-60
17000000,Universal Pictures,Richard Kelly,275380,Southland Tales,7.12.2007 00:00,5.5,Dwayne Johnson,33669,Richard Kelly,2006,0,-0.983801176,-100
40000000,Samuelson Productions,Geoffrey Sax,652526,Alex Rider: Operation Stormbreaker,13.10.2006 00:00,5.1,Alex Pettyfer,21238,Anthony Horowitz,2006,0,-0.98368685,-100
20000000,The Weinstein Company,Jim Sonzero,20259297,Pulse,11.08.2006 00:00,4.7,Kristen Bell,25920,Wes Craven,2006,1,0.01296485,0
30000000,Regency Enterprises,Ivan Reitman,22530295,My Super Ex-Girlfriend,21.07.2006 00:00,5.1,Uma Thurman,56128,Don Payne,2006,0,-0.248990167,-20
28000000,Focus Features,Allen Coulter,14415222,Hollywoodland,8.09.2006 00:00,6.5,Adrien Brody,30288,Paul Bernbaum,2006,0,-0.485170643,-50
30000000,Columbia Pictures Industries,Phil Joanou,38432823,Gridiron Gang,15.09.2006 00:00,6.9,Dwayne Johnson,35771,Jeff Maguire,2006,1,0.2810941,30
86000000,EuropaCorp,Luc Besson,15132763,Arthur and the Invisibles,12.01.2007 00:00,6,Freddie Highmore,27672,Céline Garcia,2006,0,-0.82403764,-80
9000000,Hollywood Pictures,William Brent Bell,23086480,Stay Alive,24.03.2006 00:00,5.1,Jon Foster,26907,William Brent Bell,2006,1,1.565164444,160
85000000,Columbia Pictures,Roger Allers,85105259,Open Season,29.09.2006 00:00,6.2,Ashton Kutcher,71052,Steve Bencich,2006,1,0.001238341,0
1500000,ArieScope Pictures,Adam Green,155873,Hatchet,2.04.2010 00:00,5.7,Kane Hodder,24641,Adam Green,2006,0,-0.896084667,-90
9000000,Dimension Films,Glen Morgan,16235293,Black Christmas,25.12.2006 00:00,4.6,Michelle Trachtenberg,21102,Glen Morgan,2006,1,0.803921444,80
18000000,Millennium Films,Todd Robinson,188565,Amores asesinos,20.07.2007 00:00,6.5,John Travolta,18418,Todd Robinson,2006,0,-0.989524167,-100
52000000,Alcon Entertainment,Richard Donner,36883539,16 Blocks,3.03.2006 00:00,6.6,Bruce Willis,116840,Richard Wenk,2006,0,-0.290701173,-30
50000000,Warner Bros.,Richard Loncraine,48751189,Firewall,10.02.2006 00:00,5.8,Harrison Ford,51779,Joe Forte,2006,0,-0.02497622,0
54000000,Universal Pictures,Anthony Russo,75628110,"You, Me and Dupree",14.07.2006 00:00,5.6,Kate Hudson,71458,Michael LeSieur,2006,1,0.400520556,40
60000000,Electric Entertainment,Tony Bill,13082288,Flyboys,22.09.2006 00:00,6.6,James Franco,37329,Phil Sears,2006,0,-0.781961867,-80
20000000,Columbia Pictures Corporation,Takashi Shimizu,39143839,The Grudge 2,13.10.2006 00:00,5,Amber Tamblyn,41311,Stephen Susco,2006,1,0.95719195,100
60000000,Twentieth Century Fox Film Corporation,Clark Johnson,36280697,The Sentinel,21.04.2006 00:00,6.1,Michael Douglas,43940,George Nolfi,2006,0,-0.395321717,-40
1000000,Big Easy Pictures,Katherine Brooks,1100000,Loving Annabelle,24.05.2007 00:00,6.6,Erin Kelly,10025,Katherine Brooks,2006,1,0.1,10
35000000,Arc Productions,Colin Brady,14522427,Everyone's Hero,15.09.2006 00:00,5.8,Jake T. Austin,6650,Robert Kurtz,2006,0,-0.585073514,-60
45000000,Beijing New Picture Film Co.,Yimou Zhang,6566773,Curse of the Golden Flower,12.01.2007 00:00,7,Yun-Fat Chow,38097,Zhi-Hong Bian,2006,0,-0.854071711,-90
100000,Carmel Entertainment,Alex Kendrick,10178331,Facing the Giants,29.09.2006 00:00,6.7,Alex Kendrick,13291,Alex Kendrick,2006,1,100.78331,10080
12000000,Plan B Entertainment,Ryan Murphy,6754898,Running with Scissors,27.10.2006 00:00,6.2,Joseph Cross,20590,Ryan Murphy,2006,0,-0.437091833,-40
50000000,Imagine Entertainment,Matthew O'Callaghan,58640119,Curious George,10.02.2006 00:00,6.6,Will Ferrell,13503,Ken Kaufman,2006,1,0.17280238,20
30000000,New Line Cinema,Liz Friedlander,34742066,Take the Lead,7.04.2006 00:00,6.7,Antonio Banderas,22722,Dianne Houston,2006,1,0.158068867,20
40000000,Twentieth Century Fox Film Corporation,John Whitesell,70165972,Big Momma's House 2,27.01.2006 00:00,4.6,Martin Lawrence,34616,Don Rhymer,2006,1,0.7541493,80
12000000,Walt Disney Pictures,Michael Lembeck,84500122,The Santa Clause 3: The Escape Clause,3.11.2006 00:00,4.7,Tim Allen,24317,Ed Decter,2006,1,6.041676833,600
14000000,The Weinstein Company,Emilio Estevez,11242801,Bobby,23.11.2006 00:00,7,Anthony Hopkins,39109,Emilio Estevez,2006,0,-0.196942786,-20
30000000,Phoenix Pictures,Chris Noonan,2975649,Miss Potter,9.03.2007 00:00,7,Renée Zellweger,25132,Richard Maltby Jr.,2006,0,-0.9008117,-90
7000000,The Weinstein Company,George Hickenlooper,1661464,Factory Girl,16.02.2007 00:00,6.4,Sienna Miller,19204,Captain Mauzner,2006,0,-0.762648,-80
6000000,Lions Gate Films,Tyler Perry,63257940,Madea's Family Reunion,24.02.2006 00:00,5.1,Tyler Perry,9376,Tyler Perry,2006,1,9.54299,950
8000000,World Wrestling Entertainment (WWE),Gregory Dark,15032800,See No Evil,19.05.2006 00:00,5.1,Glenn Jacobs,23111,Dan Madigan,2006,1,0.8791,90
50000000,The Saul Zaentz Company,Milos Forman,1000045,Goya's Ghosts,18.01.2008 00:00,6.9,Javier Bardem,26348,Milos Forman,2006,0,-0.9799991,-100
51000000,Paramount Pictures,Steve Oedekerk,72779000,La Granja,4.08.2006 00:00,5.6,Kevin James,22732,Steve Oedekerk,2006,1,0.427039216,40
16800000,Edward R. Pressman Film,Steven Shainberg,220914,Fur: An Imaginary Portrait of Diane Arbus,2.03.2007 00:00,6.5,Nicole Kidman,13848,Erin Cressida Wilson,2006,0,-0.986850357,-100
13000000,Yari Film Group Releasing,Sidney Lumet,1173673,Find Me Guilty,17.03.2006 00:00,7.1,Vin Diesel,29604,Sidney Lumet,2006,0,-0.909717462,-90
20000000,Dimension Films,Todd Phillips,17803796,School for Scoundrels,29.09.2006 00:00,5.9,Billy Bob Thornton,27180,Todd Phillips,2006,0,-0.1098102,-10
12000000,Lionsgate,Greg Coolidge,28435406,Employee of the Month,6.10.2006 00:00,5.5,Jessica Simpson,39328,Don Calame,2006,1,1.369617167,140
500000,Luna Pictures,Todd Stephens,654132,Another Gay Movie,3.05.2007 00:00,5,Michael Carbonaro,8093,Tim Kaltenecker,2006,1,0.308264,30
6500000,This Is That Productions,Nicole Holofcener,13367101,Friends with Money,21.04.2006 00:00,5.8,Jennifer Aniston,21023,Nicole Holofcener,2006,1,1.056477077,110
